date,temperature_2m_mean
1975-01-10 00:00:00+00:00,43.710194
1975-01-11 00:00:00+00:00,42.5027
1975-01-12 00:00:00+00:00,45.5327
1975-01-13 00:00:00+00:00,43.443954
1975-01-14 00:00:00+00:00,41.220203
1975-01-15 00:00:00+00:00,43.233948
1975-01-16 00:00:00+00:00,40.777702
1975-01-17 00:00:00+00:00,41.643948
1975-01-18 00:00:00+00:00,44.801453
1975-01-19 00:00:00+00:00,43.2677
1975-01-20 00:00:00+00:00,38.763947
1975-01-21 00:00:00+00:00,39.671448
1975-01-22 00:00:00+00:00,40.92395
1975-01-23 00:00:00+00:00,41.970203
1975-01-24 00:00:00+00:00,41.78645
1975-01-25 00:00:00+00:00,42.187702
1975-01-26 00:00:00+00:00,39.7577
1975-01-27 00:00:00+00:00,35.6402
1975-01-28 00:00:00+00:00,39.885204
1975-01-29 00:00:00+00:00,36.43145
1975-01-30 00:00:00+00:00,37.215202
1975-01-31 00:00:00+00:00,43.6277
1975-02-01 00:00:00+00:00,44.1602
1975-02-02 00:00:00+00:00,42.5177
1975-02-03 00:00:00+00:00,37.526447
1975-02-04 00:00:00+00:00,32.9177
1975-02-05 00:00:00+00:00,29.99645
1975-02-06 00:00:00+00:00,30.078955
1975-02-07 00:00:00+00:00,32.02145
1975-02-08 00:00:00+00:00,30.712698
1975-02-09 00:00:00+00:00,29.216448
1975-02-10 00:00:00+00:00,31.196447
1975-02-11 00:00:00+00:00,34.6802
1975-02-12 00:00:00+00:00,39.1952
1975-02-13 00:00:00+00:00,43.3577
1975-02-14 00:00:00+00:00,36.401447
1975-02-15 00:00:00+00:00,26.43395
1975-02-16 00:00:00+00:00,25.777702
1975-02-17 00:00:00+00:00,29.812696
1975-02-18 00:00:00+00:00,37.796448
1975-02-19 00:00:00+00:00,34.9427
1975-02-20 00:00:00+00:00,33.337696
1975-02-21 00:00:00+00:00,32.24645
1975-02-22 00:00:00+00:00,33.44645
1975-02-23 00:00:00+00:00,34.650196
1975-02-24 00:00:00+00:00,36.052704
1975-02-25 00:00:00+00:00,36.85895
1975-02-26 00:00:00+00:00,32.107704
1975-02-27 00:00:00+00:00,33.32645
1975-02-28 00:00:00+00:00,33.412697
1975-03-01 00:00:00+00:00,36.2552
1975-03-02 00:00:00+00:00,39.20645
1975-03-03 00:00:00+00:00,44.883953
1975-03-04 00:00:00+00:00,43.9502
1975-03-05 00:00:00+00:00,43.297703
1975-03-06 00:00:00+00:00,42.472694
1975-03-07 00:00:00+00:00,44.45645
1975-03-08 00:00:00+00:00,43.98395
1975-03-09 00:00:00+00:00,43.7402
1975-03-10 00:00:00+00:00,46.980198
1975-03-11 00:00:00+00:00,44.71895
1975-03-12 00:00:00+00:00,42.86645
1975-03-13 00:00:00+00:00,40.0952
1975-03-14 00:00:00+00:00,43.447697
1975-03-15 00:00:00+00:00,39.945198
1975-03-16 00:00:00+00:00,36.840202
1975-03-17 00:00:00+00:00,32.235195
1975-03-18 00:00:00+00:00,33.4427
1975-03-19 00:00:00+00:00,41.24645
1975-03-20 00:00:00+00:00,41.79395
1975-03-21 00:00:00+00:00,33.98645
1975-03-22 00:00:00+00:00,33.2402
1975-03-23 00:00:00+00:00,37.061455
1975-03-24 00:00:00+00:00,35.666454
1975-03-25 00:00:00+00:00,33.69395
1975-03-26 00:00:00+00:00,33.19145
1975-03-27 00:00:00+00:00,35.055202
1975-03-28 00:00:00+00:00,38.838955
1975-03-29 00:00:00+00:00,36.577698
1975-03-30 00:00:00+00:00,35.8727
1975-03-31 00:00:00+00:00,35.89145
1975-04-01 00:00:00+00:00,38.463955
1975-04-02 00:00:00+00:00,38.53145
1975-04-03 00:00:00+00:00,38.677696
1975-04-04 00:00:00+00:00,41.786453
1975-04-05 00:00:00+00:00,37.305202
1975-04-06 00:00:00+00:00,36.446445
1975-04-07 00:00:00+00:00,39.77645
1975-04-08 00:00:00+00:00,41.9327
1975-04-09 00:00:00+00:00,39.060204
1975-04-10 00:00:00+00:00,38.81645
1975-04-11 00:00:00+00:00,37.826454
1975-04-12 00:00:00+00:00,39.9752
1975-04-13 00:00:00+00:00,40.60145
1975-04-14 00:00:00+00:00,41.002697
1975-04-15 00:00:00+00:00,49.387695
1975-04-16 00:00:00+00:00,47.126446
1975-04-17 00:00:00+00:00,42.903946
1975-04-18 00:00:00+00:00,44.096455
1975-04-19 00:00:00+00:00,45.416447
1975-04-20 00:00:00+00:00,48.326447
1975-04-21 00:00:00+00:00,49.7252
1975-04-22 00:00:00+00:00,50.673946
1975-04-23 00:00:00+00:00,49.368954
1975-04-24 00:00:00+00:00,48.712704
1975-04-25 00:00:00+00:00,45.948948
1975-04-26 00:00:00+00:00,46.361454
1975-04-27 00:00:00+00:00,47.6552
1975-04-28 00:00:00+00:00,49.1402
1975-04-29 00:00:00+00:00,58.342693
1975-04-30 00:00:00+00:00,56.8727
1975-05-01 00:00:00+00:00,50.628952
1975-05-02 00:00:00+00:00,53.04395
1975-05-03 00:00:00+00:00,47.62895
1975-05-04 00:00:00+00:00,47.767696
1975-05-05 00:00:00+00:00,48.547703
1975-05-06 00:00:00+00:00,54.89271
1975-05-07 00:00:00+00:00,62.572697
1975-05-08 00:00:00+00:00,66.577705
1975-05-09 00:00:00+00:00,59.5802
1975-05-10 00:00:00+00:00,58.241444
1975-05-11 00:00:00+00:00,56.636444
1975-05-12 00:00:00+00:00,50.707703
1975-05-13 00:00:00+00:00,50.1152
1975-05-14 00:00:00+00:00,57.187702
1975-05-15 00:00:00+00:00,58.6427
1975-05-16 00:00:00+00:00,59.880203
1975-05-17 00:00:00+00:00,60.98644
1975-05-18 00:00:00+00:00,64.72896
1975-05-19 00:00:00+00:00,60.948944
1975-05-20 00:00:00+00:00,55.4402
1975-05-21 00:00:00+00:00,52.807705
1975-05-22 00:00:00+00:00,48.855206
1975-05-23 00:00:00+00:00,47.887695
1975-05-24 00:00:00+00:00,50.64021
1975-05-25 00:00:00+00:00,55.488953
1975-05-26 00:00:00+00:00,54.543957
1975-05-27 00:00:00+00:00,57.01146
1975-05-28 00:00:00+00:00,57.776447
1975-05-29 00:00:00+00:00,57.09396
1975-05-30 00:00:00+00:00,50.44145
1975-05-31 00:00:00+00:00,49.016453
1975-06-01 00:00:00+00:00,47.902706
1975-06-02 00:00:00+00:00,50.156445
1975-06-03 00:00:00+00:00,52.08395
1975-06-04 00:00:00+00:00,49.916454
